,content,tokens_final,cluster,action_cluster
869,엄청난 뀰팁이군뇨ㅎㅎ 1인가구인데 물어봐도 괜찮을지 모르겠네요ㅎㅎ 죄송하지만 카페주소 챗으로 받아볼 수 있을까요?,"['엄청나다', '뀰팁이군뇨', '가구', '괜찮다', '카페', '주소']",4,4
870,다이렉트 어쩌고 였는데 저는 예비신혼처럼 있다가 다 구매하고 탈퇴 했어가지고 아마 혼수로 검색하면 사람 젤 많은 카페 나올꺼에요 ㅎㅎ,"['다이렉트', '어쩌다', '예비', '신혼', '구매', '탈퇴', '혼수', '검색', '사람', '많다', '카페', '나오다']",4,1
871,100이나요 우와 대박이네요,['대박'],4,3
872,구매품목이 많으니까 무조건 오프라인이요!,"['구매', '품목', '많다', '오프라인']",4,2
873,오프라인이 아무래도 할인률은 더 높더라구요!,"['오프라인', '할인', '높다']",4,2
874,오프라인이 패키지로 할인 더 많이 받아요,"['오프라인', '패키지', '할인']",4,2
875,신혼가전이면 오프라인이 좋더라구요,"['신혼', '가전', '오프라인', '좋다']",4,1
876,오프라인이 혜택은 더 좋은거 같아요!,"['오프라인', '혜택', '좋다']",4,1
877,오프라인이 좀 더 믿음이 가요 ㅎㅎ,"['오프라인', '믿음']",4,1
878,저는 온라인 견적받고 오프라인이랑 비교해볼거같아요,"['온라인', '견적', '오프라인', '비교']",4,1
879,혜택은 오프라인이 더 좋다고하는거같아요,"['혜택', '오프라인', '좋다']",4,1
880,적절하게 섞어서 진행할거 같습니당! ㅎㅎ,"['섞다', '진행']",4,2
881,4품목보다는 5품목이 더 할인되는걸로알아요 보통 홀수단위로 5 7 9 이런식으로 할인이 더 빵빵하게 들어갔었어요,"['품목', '품목', '할인', '홀수', '단위', '할인', '빵빵하다', '들어가다']",4,2
882,필요시 또 채우면 되죠^^! 백화점혼수 비싸다는 인식있는데 오히려 더 좋은 조건에 백화점 vip까지 될 수 있어서 한번 알아보세욤,"['필요시', '채우다', '백화점', '혼수', '비싸다', '인식', '좋다', '조건', '백화점', '알아보다']",4,1
883,중요한겅 다 들어간거 같아요~ 다른건 굳이 필요 없거나 안쓰시면 할 필요 없다고 봐요~,"['중요한겅', '들어가다', '필요', '쓰다', '필요']",4,1
884,신혼가전은 무조건 오프라인이죵ㅋㅋ 온라인 사기도 많으니,"['신혼', '가전', '오프라인', '온라인', '사기', '많다']",4,1
885,5가지 품목 안되면 웨딩할인은 어렵다고 들었어요~ 그래도 오프라인 한두분데 가보셔요~,"['품목', '웨딩', '할인', '오프라인', '두부']",4,2
886,사는 품목이 많으시면 오프라인이요,"['사다', '품목', '많다', '오프라인']",4,2
887,오프라인에서 샀어요 묶어서사니쌌어묘,"['오프라인', '사다', '묶다', '사다', '싸다', '묘']",4,2
888,저는 그래도 오프라인이 나은거같아소 오프요 ㅎㅎ,"['오프라인', '오프']",4,2
889,무조건 오프라인이여! 하지만 비대면 견적 꼭 받아보세용~,"['오프라인', '대면', '견적']",4,2
890,오프라인이요! 디자인도 보고 견적이 더 나을것같아요,"['오프라인', '디자인', '견적']",4,2
891,다품몯구매면 오프라인이 더 나은 것 같아요,"['다품몯', '구매', '오프라인']",4,2
892,일단 오프라인가서 눈으로 확인하구 설명듣고 가격 비교하고 살 것 같아용,"['오프라인', '확인', '설명', '가격', '비교', '살다']",4,1
893,저도 눈으로 보고 하고싶어요 ㅎ 결혼준비하는 늬낌 살려서...,"['결혼', '준비', '늬낌', '살리다']",4,1
894,오프라인이요! 할인 폭이나 캐시백이 다르다고 들었어요,"['오프라인', '할인', '캐시백', '다르다']",4,2
895,오프라인이 더 싼거같아요! 그랴도 매장견적 받아보세요,"['오프라인', '싸다', '매장', '견적']",4,2
896,결혼할떄 사는건 오프라인이 훨씬 나아요 ㅋㅋ,"['결혼', '사다', '오프라인']",4,1
897,한번에 살거면 일단 오프라인가서 여러군데 견적받고 고민해보세요,"['살다', '오프라인', '견적', '고민']",4,2
898,오프라인이요! 프로모션이 많더라구요~,"['오프라인', '프로모션', '많다']",4,1
899,공홈이면 괜찮을 것 같아요,['괜찮다'],4,2
900,오히러 오프라인이 더저렴하더라구용,"['오히러', '오프라인', '저렴하다']",4,2
901,품목많으심 확실히 오프라인이 저렴할거에요,"['품목', '많다', '오프라인']",4,2
902,저는 GG마켓은 잘 몰라서요~ 괜찮은 상품 세일하면 더 좋죠^^,"['마켓', '괜찮다', '상품', '세일', '좋다']",4,1
903,세개면 저렴한 쪽에서 사면 될것 같아요,"['저렴하다', '사다']",4,2
904,실제로 비교해보고 사세요 3개라도 할인해주면 오프라인이 싼 경우도 있어요~,"['비교', '사다', '할인', '오프라인', '싸다']",4,2
905,다이렉트 제휴 업체 껴서 하는건 어때요?! 일부 캐시백도 되는 것 같던데요!,"['다이렉트', '제휴', '업체', '끼', '일부', '캐시백']",4,2
906,오프하시면 묶어서 패키지 할인들어가서 오프 추천요!,"['오프', '묶다', '패키지', '할인', '들어가다', '오프', '추천']",4,2
907,제품은 같은데 부품단가 차이 일거예여,"['제품', '부품', '단가', '차이']",4,3
908,한번에 많은가전 구매할땐 무조건 오프라인이요!,"['많다', '가전', '구매', '오프라인']",4,2
909,저는 오프라인이요! 오프라인이 혜택이 더 좋았어요~~,"['오프라인', '오프라인', '혜택', '좋다']",4,1
910,많이 산다면 오프라인이 훨씬 혜택 많다고 하더라구요!,"['사다', '오프라인', '혜택', '많다']",4,1
911,자세한 후기 잘보고갑니다~,['후기'],4,3
912,품목 저랑 비슷하셨나용? 대략 얼마정도에 구매하셨어요?,"['품목', '비슷하다', '얼마', '구매']",4,1
913,생각보다 많이 비싸서 놀랐어요 ㅠㅠ,"['생각', '비싸다', '놀라다']",4,4
914,음 애매하네요 ㅜㅜ 상품권이 마트사용가능함 오프라인이요,"['애매', '상품', '마트', '가능', '오프라인']",4,1
915,엥?이건 모에요? 신기하네요,['신기하다'],4,3
916,아무래도 오프라인이 안전한거 같죠...,"['오프라인', '안전']",4,1
917,오 이런 어플도있네유 ㅎㅎ 음 저라면 오프라인으로갈거같아유 ㅎㅎ,"['어플', '오프라인']",4,1
918,사은품이나 할인이나 챙겨주는거 보면 오프라인이 훨씬 나아요 ㅠㅠ,"['사은품', '할인', '챙기다', '오프라인']",4,1
919,오프라인이 더 나아보여요. 상품권 뒀다가 다른데 써도 되구하니깐요,"['오프라인', '보이다', '상품', '쓰다']",4,1
920,오프라인이요! 근데 되게신기하네요 이거 첨봐요!,"['오프라인', '신기하다']",4,3
921,오프라인이 훨씬 비싸다는 글인데요^^;; 임직원가가 훨~씬 저렴합니다.,"['오프라인', '비싸다', '임직원', '저렴하다']",4,2
922,임진원몰 아닌 일반 네이버에서도 최소 50만원 이상 차이났어요!,"['임진', '일반', '네이버', '최소', '이상', '차이']",4,1
923,부품이 다르다는 얘기가 있어서 고민중이에여,"['부품', '다르다', '얘기', '고민']",4,4
924,저희는 혼수세트로 하니깐 실구매가는 오프라인이 더 저렴했어요!,"['혼수', '세트', '구매', '오프라인', '저렴하다']",4,1
925,저도 후자로 할거 같습니다,['후자'],4,1
926,매장 월세랑 유지비... 인건비 등등. 오프라인매장은 비용 그 자체라서 어쩔수 읎어용...,"['매장', '월세', '유지비', '인건비', '오프라인', '매장', '비용', '자체', '어쩌다', '읎다']",4,4
927,글죠..? 실제로 인터넷에서 잘 찾아서 구매하면 30%는 세이브 가능할 듯 해서용..ㅎㅎ,"['글다', '인터넷', '찾다', '구매', '세이브', '가능']",4,1
928,여러품목을 사면 아무래듀 오프라인이 혜택이 좋더라구요!,"['품목', '사다', '아무래듀', '오프라인', '혜택', '좋다']",4,1
929,품목이 많으시면 오프라인이 저렴하다고 하더라구용~~,"['품목', '많다', '오프라인', '저렴하다']",4,2
930,품목이 많으면 오프라인이 할인되서 괜찮다 하더라구요,"['품목', '많다', '오프라인', '할인', '괜찮다']",4,2
931,오프라임으로 실물은 확인해봐야할 것 같아요,"['오프라', '실물', '확인']",4,3
932,저는 눈으로 보고 설명 듣는게 믿음직스러워서 오프라인이요!,"['설명', '오프라인']",4,1
933,큰 제품들이 많아서 오프라인이 괜찮아보여용,"['크다', '제품', '많다', '오프라인', '괜찮다', '보이다']",4,2
934,오프라인이랑 온라인 둘 다 견적 보고 결정하면 될 것 같아용!,"['오프라인', '온라인', '견적', '결정']",4,1
935,오프라인이 좋을것같아요! 자잘한것들도 같이 사시려면요,"['오프라인', '좋다', '사다']",4,1
936,많은 품목을 사면서 큰 가전들도 있으니 오프라인이요!,"['많다', '품목', '사다', '크다', '가전', '오프라인']",4,2
937,5품목 이상이면 오프라인이 저렴한 것 같아요,"['품목', '이상', '오프라인']",4,1
938,오프라인이요 다품목일수록오프가좋아용(답완),"['오프라인', '품목', '오프', '좋다']",4,1
939,저라면 오프라인이요 일일 검색하다가 지쳐요,"['오프라인', '일', '검색', '지치다']",4,1
940,여러품목 사는거는 오프라인이 훨씬 저렴하대요~ ㄷㅇ,"['품목', '사다', '오프라인', '저렴하다']",4,2
941,품목이 많지않아서 개별진행이 나을수도있으 ㄹ거같아요!,"['품목', '많다', '개별', '진행']",4,2
942,섞어서 하는거 나쁘지 않은 것 가타요 ㅎㅎ 근데 한브랜드에서 한번에 하는게 싸긴하더라구요,"['섞다', '나쁘다', '타다', '브랜드', '싸다']",4,2
943,발품 손품 다 해보려규요!,['발품'],4,2
944,혼수를 정석대로 다 하시는거면 가서 사는게 좋데여,"['혼수', '정석', '사다', '좋다']",4,1
945,어떻게 하셨을까요? 저도 몇 개 안필요해서..,['필요'],4,3
946,오프라인에서 보려구요! 신혼부부 느낌도 낼겸 다녀오면 좋을것 같아서요ㅎ,"['오프라인', '신혼', '부부', '느낌', '내다', '다녀오다', '좋다']",4,1
947,저! 오늘의집에서 할인 받고 삿는데 진짜 최저가에요 ㅋㅋ 진짜 눈물의 비교를 해봄….,"['오늘', '할인', '사다', '최저', '눈물', '비교']",4,2
948,다들 알려주셔서 감사해용ㅎㅎ!,"['알리다', '감사']",4,3
949,개별은 더싸더라고요,"['개별', '싸다']",4,2
950,하나면 인터넷이 쌀수도 있을꺼같아요!,"['인터넷', '싸다']",4,1
951,천만원에 6개면 저희랑 품목비슷하시겠네요!,"['품목', '비슷하다']",4,1
952,저희도 품목이 작아서 핫딜로 모아보려고 했거든요. 견적받아봐야겠어요,"['품목', '작다', '모으다', '견적']",4,1
953,전 어차피한번에 맞춰야되서 실제고 보고가서했어요!,"['맞추다', '실제']",4,3
954,웨딩패키지로 묶는게 제일 저렴하고 하나만 구입하시려면 온라인으로 구매하는게 낫더라구요,"['웨딩', '패키지', '묶다', '저렴하다', '구입', '온라인', '구매']",4,2
955,신혼가전은 묶어서 한번에 사는게 할인이 큰거 같아요!,"['신혼', '가전', '묶다', '사다', '할인', '크다']",4,2
956,오프라인이요! 품목에 따른 할인혜택도 있어여,"['오프라인', '품목', '따르다', '할인', '혜택']",4,2
957,오프라인이 다품목으로는 더 싸요,"['오프라인', '품목', '싸다']",4,2
958,할인 행사 할때 아니더라두 이게 좋을까요!?,"['할인', '행사', '좋다']",4,1
959,넵 신혼가전은 거의 할인 적게는 30프로정도? 보통 40프로 정도 들어가요!,"['신혼', '가전', '할인', '적다', '들어가다']",4,2
960,제가 살려는 종류같은경우는 어디서 구매를 추천하실꺼요?0,"['살다', '종류', '구매', '추천']",4,2
961,한번에 다 사는거면 오프라인이 더 할인되지 않나요?,"['사다', '오프라인', '할인']",4,2
962,한번에 패키지로 사신다면 오프라인이 싸요!,"['패키지', '사다', '오프라인', '싸다']",4,2
963,여러개 한번에 살거면 오프라인이 나을거같아요!,"['살다', '오프라인']",4,2
964,오프라인이 프로모션 혜택 있으면 가격이 더 좋은거 같아요 ㅎㅎ,"['오프라인', '프로모션', '혜택', '가격', '좋다']",4,1
965,많이 하니까 확실히 오프라인이 괜찮은 조건이더라구요.,"['오프라인', '괜찮다', '조건']",4,1
966,한번에 많이 구매하면 오프라인이 할인폭이 더 크데요!,"['구매', '오프라인', '할인', '크다']",4,2
967,종류 많이하시면 오프라인이 훨 할인이 많이들어가요,"['종류', '오프라인', '할인', '들어가다']",4,2
968,6개로 할라는뎅 매장말대로면 다품목할인이 되서 오프라인이 괜찮을거라고 하네요 ㅎㅎ,"['매장', '품목', '할인', '오프라인', '괜찮다']",4,2
969,역시 혼수혜택은 무시못하네요 ㅎㅎ,"['혼수', '혜택', '무시']",4,1
970,오오 따로도 매력잇는거 같아요 몇품목이셔요?,"['매력', '품목']",4,2
971,아무래도 신혼가전은 많이하다보니 프로모션 받으려면 오프라인이 나을 것 같아요 ㅎㅎ,"['신혼', '가전', '프로모션', '오프라인']",4,1
972,앗 그건 좀 흠이네요....ㅋㅋ신혼으로는....,['신혼'],4,2
973,오프라인이 이것저것 혜택 많이 받으실 수 있을텐데~~행사시기 확인하시고 가면 더 좋으실거에요~,"['오프라인', '이것저것', '혜택', '행사', '시기', '확인', '좋다']",4,1
974,그래도 신혼혼수는 싸게 구매할 수 있어서 신혼살림 살땐 오프라인이 나을거 같아요,"['신혼', '혼수', '싸다', '구매', '신혼', '살림', '사다', '오프라인']",4,2
975,정리 하는데 고생 많이 하셨을것 같습니다. 좋은 정보네요😊,"['정리', '고생', '좋다', '정보']",4,3
976,제가 알아본매장은 사용조건은 없었어요~,"['알아보다', '매장', '조건']",4,1
977,저희 동네 매장은 즉시할인 5만원 없던데 여긴 더 좋네요 조건이,"['동네', '매장', '즉시', '할인', '좋다', '조건']",4,1
978,저희쪽이 큰매장이여서 그런거같아요,"['크다', '매장']",4,2
979,사용조건은 없고 유지기간은 1년이라고 했어요,"['조건', '유지', '기간']",4,1
980,아...진짜 조금씩 다르게 만드는게 맞나보네요. 오프라인이 몇십만원 차이나게 비싸던데 고민되네요. 가전은 오래 사용하는 제품이라.,"['다르다', '맞다', '오프라인', '차이', '비싸다', '고민', '가전', '제품']",4,4
981,수정했어요 다시 보세요^^,['수정'],4,3
982,네 상관 없어영 ㅋㅋ,['상관'],4,4
983,그래요.지금 옥션에서 보니 23만원 차이네요ㅠ,"['옥션', '차이']",4,1
984,네 as 가능하고 수거도 해가요 .,"['가능', '수거']",4,4
985,어제 급하게 결정했나봐요,"['급하다', '결정']",4,1
986,그러게요.돈 차이가 크게 나네요.,"['그러다', '차이', '크다']",4,2
987,구매품목이 많아서 오프라인이 좋을거같아요!,"['구매', '품목', '많다', '오프라인', '좋다']",4,2
988,답방갔습니당 지워주세요!,"['답방', '지우다']",4,3
989,ㅋㅋ 묶어야 할인 해주고 그러더라구요,"['묶다', '할인', '그러다']",4,2
990,저는 무조건 오프라인이요. 심지어 웨딩이라서 엄청 많이 사니까 오프라인이 더 저렴할거같아요,"['오프라인', '웨딩', '사다', '오프라인', '저렴하다']",4,1
991,온라인보다 오프라인이 더 저렴한거같아요! 견적 꼭 받아보셔요,"['온라인', '오프라인', '저렴하다', '견적']",4,1
992,저는 오프라인이유,"['오프라인', '이유']",4,2
993,갯수가 많기도 하고 잘 모르니까 오프라인이요,"['갯수', '많다', '오프라인']",4,1
994,전 오프라인이요! 오프라인이 결제 전으로 할인해주는 경우가 많더라구요!,"['오프라인', '오프라인', '결제', '할인', '많다']",4,1
995,여러품목 사신다면 오프라인이요!,"['품목', '사다', '오프라인']",4,2
996,오프라인이요! 많이사니까 혜택 챙겨야죠!,"['오프라인', '사다', '혜택', '챙기다']",4,1
997,오프라인이여 실제로 보는거랑 느낌 다르더라구요 ㄷㅇ,"['오프라인', '느낌', '다르다']",4,1
998,전 아날로그라서 오프라인이 더 좋아요~,"['아날로그', '오프라인', '좋다']",4,1
999,오프라인이 직접 보고 더 좋은 것 같아요~신혼집에 크기는 어떤지도 가늠하구요!,"['오프라인', '좋다', '신혼', '크기', '가늠']",4,1
1000,직접보고 결정할려규요! 오프라인이요(답완),"['결정', '오프라인']",4,1
1001,차이가 좀 있다보니 이곳저곳 가보는게 중요한거 같아여..!.!,"['차이', '이곳저곳', '중요']",4,3
1002,오호...! 꿀팁이네요...ㅠㅠ 최소 몇 곳은 다녀봐야겠군요 ㅠㅠㅠ,"['최소', '다니다']",4,1
1003,LG 우승해서 할인안하려나 ... ㅋㅋ 조금 기다려보세요 ㅋㅋ 혹시 모르니까,"['우승', '할인', '기다리다']",4,4
1004,다품목이시면 오프라인이 할인율이 더 좋다고 들었어요~!,"['품목', '오프라인', '할인', '좋다']",4,2
1005,오프라인이 할인율도 좋고 더 잘 준비해주는거 같아용 ㅎㅎ,"['오프라인', '할인', '좋다', '준비']",4,1
1006,오프라인이 상담받기 좋을 것 같아요,"['오프라인', '상담', '좋다']",4,1
1007,반반 섞어서 구매했는데 만족합니다! ㅎㅎ,"['반반', '섞다', '구매', '만족']",4,2
1008,대량으로 사는거아니면 오프라인이 싸더라구용,"['대량', '사다', '오프라인', '싸다']",4,2
1009,신혼가규는 한번에해서 할인 많이 받는게 좋아용 🎈,"['신혼', '할인', '좋다']",4,1
1010,ㅜㅜ제가 사려는 제품이 한정적인데 이왕 신혼할인받는김에 미리 사야하는지 고민됩네다ㅜ,"['사다', '제품', '한정', '신혼', '할인', '사다', '고민']",4,2
1011,등급 신경 안쓴지 오래 되었어요...,"['등급', '신경', '쓰다']",4,1
1012,어짜피 거기서 거기라고 생각하는 편...,['생각'],4,1
1013,"저희도 제품비교 하려고 간건데, 제가 혹해서 바로 지를까 했다가.... 잘 참았습니다.","['제품', '비교', '혹하다', '지르다', '참다']",4,4
1014,"저희는 스마트폰으로 작동할 수 있는 게... 필요해서요 근데, 카메라 있는 제품은 필요없구요 ㅎ","['스마트폰', '작동', '필요', '카메라', '제품', '필요']",4,3
1015,저도그래서맴찢한적많고용ㅜ,"['찢다', '많다']",4,2
1016,구매종류가 많다면 오프라인이 싸요,"['구매', '종류', '많다', '오프라인', '싸다']",4,2
1017,다들 어떻게 하시나요? 방금 이거 떠서 봤는데 오늘의집 패키지 할인 진짜 싸긴한가봐요! 꿀템 많아서 공유해요!,"['뜨다', '오늘', '패키지', '할인', '싸다', '꾸다', '많다', '공유']",4,2
1018,고민이 너무 되더라구요ㅠㅜ 다들 어떻게 생각하시나요?,"['고민', '생각']",4,3
1019,안녕하세요 12월 결혼을 앞두고 있는 예비신부 입니다 혼수 준비 다들 어떻게 하고 계세요 ? 저는 쿠팡으로 주문 해서 견적 보다 저렴하게 구형 모델로 원하는 니즈에 맞게 구매했어요!,"['안녕', '결혼', '앞두다', '예비', '신부', '혼수', '준비', '쿠팡', '주문', '견적', '구형', '모델', '원하다', '니즈', '맞다', '구매']",4,1
1020,신혼가전을 사야하는데 어디서 사셨는지 궁금해요..! 저는 다음주부터 알아보려고 합니다~,"['신혼', '가전', '사다', '사다', '궁금하다', '다음', '알아보다']",4,4
1021,매트리스가 궁금해요~ 여러분들은 금액대를 얼마나 설정하셨나요? 혹시 브랜드도 알려주시면 감사하겠습니다!,"['매트리스', '금액', '설정', '브랜드', '알리다', '감사']",4,3
1022,"요즘 결혼 준비하면서 혼수 때문에 엄청 고민 중이에요..ㅠ 남자친구가 혼수는 쿠팡에서 하자더라고요. 가전부터 가구까지 다 온라인으로 싹 해결하자는 건데 저는 솔직히 백화점이 품질이나 AS면에서 더 안심되고 좋을 것 같거든요... 근데 요즘은 다들 온라인 혼수 많이 한다고하고, 가격도 저렴할 것 같긴해요.. 정말 쿠팡 혼수 괜찮은 걸까요? 남친 말대로 쿠팡 혼수 따르는 게 나을까요? 아니면 그냥 제 생각대로 백화점 혼수 고집하는 게 맞을까요?..","['요즘', '결혼', '준비', '혼수', '고민', '남자', '친구', '혼수', '쿠팡', '가구', '온라인', '해결', '백화점', '품질', '안심', '좋다', '요즘', '온라인', '혼수', '가격', '저렴하다', '쿠팡', '혼수', '괜찮다', '남친', '쿠팡', '혼수', '따르다', '생각', '백화점', '혼수', '고집', '맞다']",4,1
1023,"웨딩밴드, 가구, 가전 등 다 포함이에요! 가입했는데 다른 분들은 잘 사용하시나 궁금해서요 ㅠㅠ","['웨딩', '밴드', '가구', '가전', '포함', '가입']",4,4
1024,요즘 혼수 준비로 여기저기 알아보고 있는데요 신혼패키지로 묶어서 알아보았는데 제 생각보다는 그렇게 싼 느낌이 아니더라구요 알아보니 또 하나하나 원하는 제품명을 파악해서 여기저기 가격비교해서 사야하나 싶더라구요 다들 어떻게 준비하고 계시는지 궁금하네요.ㅠㅠ,"['요즘', '혼수', '준비', '여기저기', '알아보다', '신혼', '패키지', '묶다', '알아보다', '생각', '싸다', '느낌', '알아보다', '원하다', '제품명', '파악', '여기저기', '가격', '비교', '사다', '준비', '궁금하다']",4,1
1025,혼수살게 너무 많은데 발품을 어디서부터 팔아야하나 감도 안잡히네요... 다들 혼수 어떻게 구하시나요~?,"['혼수', '사다', '많다', '발품', '팔다', '잡히다', '혼수', '구하다']",4,2
1026,쿠첸인가 쿠쿠엿던거같아요 그리고 다들 어디서사셧나요? 어프라인? 온라인?,"['쿠첸', '쿠쿠', '이다', '사다', '어프', '온라인']",4,1
1027,가전은 6월에 알아보니 7월부터 오른다고 하더니 정말 같은 제품들 인터넷 담아놨었는데 냉장고만 20만원이 올랐어요... 신혼여행 비행기는 미리 해놨지만 40만원이나 올랐네요. 결혼준비가 더 힘들어지네요ㅠㅠ.... 모두 힘내세요!,"['가전', '알아보다', '오르다', '제품', '인터넷', '담다', '냉장고', '오르다', '신혼', '여행', '비행기', '오르다', '결혼', '준비', '힘들다', '힘내다']",4,1
1028,이번에 오픈점 세일로 가전을 사고 102만원어치의 상품권을 받아와서 akmall에서 저렴하게 이불이며 구입해야지 생각했는데 검색해보니 증정용이라고 써있는건 온라인에서 사용 못한다는 말도 있네요. 홈페이지에도 정확하지 않구... 오프라인은 살게 없는데 ㅜㅋㅋ 다들 어떻게 쓰실 생각이에요? 아웃백밖에...생각이 안나요 ㅋㅋ,"['오픈', '세일', '가전', '사다', '상품', '이불', '구입', '생각', '검색', '증정', '쓰다', '온라인', '홈페이지', '정확', '오프라인', '살다', '쓰다', '생각', '아웃백', '생각']",4,4
1029,안녕하세요~ 내년 결혼 예정인데 혼수 준비좀 하려고해요! 이천쪽 거주중인데 카페 몇번보니까 오픈매장이 저렴하다고 해서 찾아보니 증포쪽에 큰 삼성매장에서 오픈행사 한다고 하는데 조만간 상담 받아보려구요 ~ 혹시 혼수 상담하면서 팁 같은거 없을까요? ㅠㅠ 항상 온라인에서 구매했지 오프라인은 처음이라 잘 모르겠네여..,"['안녕', '내년', '결혼', '예정', '혼수', '준비', '거주', '카페', '오픈', '매장', '저렴하다', '찾아보다', '크다', '삼성', '매장', '오픈', '행사', '상담', '혼수', '상담', '온라인', '구매', '오프라인']",4,1
1030,ㅜㅜ가전가구 채우는중인데 남친은 리클꼭사야겠대요ㅠㅠ 그래서 찾아보눈중인데 100만원대에 사고싶거든요! 온라인은 우선말고...오프에서 사고싶은데~~ 오프라인 리클라이너 4인용 가격공유좀해주세요! 에몬스랑 한샘쪽 보고있는데 어디서 사셨나요?,"['가전', '가구', '채우다', '남친', '리크', '사다', '찾아보다', '사다', '온라인', '말', '오프', '사다', '오프라인', '리클라이너', '가격', '공유', '에몬스랑', '한샘', '사다']",4,1
1031,아니면 핫딜매장 상담 신청해서 상담만 받아보시는건 어떨까요 참고될텐데!,"['매장', '상담', '신청', '상담', '참고']",4,4
1032,오프라인이 더 저렴해서 매장에서 직접삿어용,"['오프라인', '저렴하다', '매장', '사다']",4,2
1033,저는 직접 보고사는게 맘편해서 오프라인이용,"['사다', '편하다', '오프라인']",4,1
1034,저는 직접 가서 보고 설명듣고 하는게 좋아서 오프라인이요!,"['설명', '좋다', '오프라인']",4,1
1035,개수랑 다 동일하게 했을 때 쿠팡이 더 저렴하신가요 ? 웨딩할인으로 하면 더 저렴하긴 해서 .. 저흰 백화점 오픈행사 맞춰서 했는데 만족이요 ! 10개 품목 실체감가 12백만원 정도요,"['개수', '동일', '쿠팡', '웨딩', '할인', '저렴하다', '백화점', '오픈', '행사', '맞추다', '만족', '품목', '실체']",4,1
1036,살게 많으면 오프라인이 더 좋아보여요!,"['살다', '많다', '오프라인', '좋다', '보이다']",4,2
1037,"전 오프라인가서 견적 상담 받아보고, 그 가격을 온라인이랑 비교해봤습니다.","['오프라인', '견적', '상담', '가격', '온라인', '비교']",4,1
1038,저도보내주실수있을까요? 전 왜 백화점 3곳이 다 비슷한지ㅠㅠ,"['보내다', '백화점', '비슷하다']",4,1
1039,앗 그런가요? 백화점이나 오프라인매장에서 하는 신혼부부 혜택이 훨씬 큰 줄 알았습니다...ㅜㅜ,"['백화점', '오프라인', '매장', '신혼부부', '혜택', '크다']",4,1
1040,"백화점 웨딩페어 같은 혜택을 이용해볼까 생각하긴 했는데, 막상 상담 받아보니까 견적이 어마무시하더라구요...","['백화점', '웨딩', '페어', '혜택', '생각', '상담', '견적', '무시']",4,1
1041,"허어억 그래요!? 오늘 베스트샵 가긴 하는데,, 다녀와서 한 번 비교해봐야겠네요 ㅠㅠ!","['베스트', '다녀오다', '비교']",4,1
1042,오픈매장이나 백화점에서 하는 혼수박람회 같은데 가도 괜찮더라구요,"['오픈', '매장', '백화점', '혼수', '박람회', '괜찮다']",4,1
1043,소간전 아니면 오프라인가서 확인후 구매할것같아요,"['소간', '오프라인', '확인', '구매']",4,2
1044,핫딜이 좋긴한데 혹시 모르니 오프라인도 상담받아볼거같아요!,"['좋다', '오프라인', '상담']",4,1
1045,저는 가격 비교해보고 웨딩마일리지 떄문에 백화점에서 했어요!,"['가격', '비교', '웨딩', '마일리지', '백화점']",4,1
1046,오프라인은 사은이 크죠. 카드행사. 웨딩마일리지 등등 그런 금액적인거요,"['오프라인', '사은', '크다', '카드', '행사', '웨딩', '마일리지', '금액']",4,1
1047,가정용 인터넷과 CCTV를 함께 설치하는 방법이 흥미롭네요. 소규모 매장에 딱 맞는 팁인 것 같아요!,"['가정', '인터넷', '설치', '방법', '흥미', '규모', '매장', '맞다']",4,1
1048,"테이블오더 추천이 이렇게나 다양하네요. 소규모 매장 운영 중인데, 꼭 참고해야겠어요!","['테이블', '오더', '추천', '다양', '규모', '매장', '운영', '참다']",4,3
1049,견적받기가 오프라인이 더 유리하다고 알고 있어용!,"['견적', '오프라인', '유리']",4,2
1050,저는 직접보고구매하고파서 오프라인이요!,"['구매', '파', '오프라인']",4,2
1051,저는 오프라인이요! 둘러보고 하는게 좋은 것 같아요 ㅎㅎ,"['오프라인', '둘러보다', '좋다']",4,1
1052,가격차이 별로안나면 오프라인이 좋을거같아요!,"['가격', '차이', '오프라인', '좋다']",4,1
1053,계속 쓸거면 설명듣고 오프라인으로 살래용 ㅎㅎ,"['쓰다', '설명', '오프라인', '사다']",4,1
1054,전부 다 살거면 오프라인이 좋다고 했어요 ㅎㅎ,"['살다', '오프라인', '좋다']",4,2
1055,"5품목부터는 백화점 주말 행사가 이득이고, 그 이하는 오프라인이요 ㅠㅠ","['품목', '백화점', '주말', '행사', '이득', '이하', '오프라인']",4,1
1056,가격 비교해보고 구매하세요 갯수가 많아질수록 오프라인이 낫더라고요,"['가격', '비교', '구매', '갯수', '많다', '오프라인']",4,1
1057,오프라인이랑은 또 다른 매력이 있겠어요,"['오프라인', '매력']",4,2
1058,여러군데 가보세요! 백화점 웨딩 마일리지 기간이나 신규 오픈점이 싸다하더라구요,"['백화점', '웨딩', '마일리지', '기간', '신규', '오픈', '싸다']",4,1
1059,발품손품 다 팔아봐야겠지만. 구독 끼워서 구매하면 무조건 오프라인. 그냥 구매는 온라인이용,"['발품', '팔다', '구독', '끼우다', '구매', '오프라인', '구매', '온라인']",4,2
1060,둘다 비교해보고 고민해볼거 같는데 다품목이면 오프라인이 싸다고 들었어요,"['비교', '고민', '품목', '오프라인', '싸다']",4,1
