,content,tokens_final,cluster,action_cluster
3981,영상 잘 보고 있습니다 저번 에어프라이기 영상에서 나중에 좋은 제품이 나오면 다시 한번 영상 찍어주신다고 했는데 요즘 신제품들이 많이 나왔더라고요 혹시 영상 한번 더 찍을 계획 있으신지요 영상 요청드립니다,"['영상', '에어', '프라이', '영상', '좋다', '제품', '나오다', '영상', '찍다', '요즘', '제품', '나오다', '영상', '찍다', '계획', '영상', '요청', '드리다']",1,2
3982,진짜 내가 원하던 꿈같은 채널 자주보는 콘텐츠를 다루시지는 않아서 빠른 구독자수는 늘지않겠지만 결정장애가있는 제게 빛과 소금같은 채널이라고 생각합니다 번창하시고 앞으로도 정직한 영상 바랄게요 감사합니다,"['원하다', '채널', '콘텐츠', '다루다', '빠르다', '구독자', '늘다', '결정', '장애', '소금', '채널', '생각', '번창', '정직', '영상', '바라다', '감사']",1,2
3983,저도 영상 속 필립스 제품 사용중인데요 평소에 무른 과일 사과 오렌지 같은류 갈아서 음료로 마실때는 건더기 같은건 느껴지지 않았고 맛도 싱싱해서 잘 사용중이였는데 되려 단단하거나 질긴건 예전부터 해피콜 명성을 듣긴해서 예상은 했지만 쿠쿠가 저정도로 따라온줄 몰랐네요 물론 제가 사용중인 블렌더는 사용하면 할수록 에초에 연한 과일이나 음료 블렌더 목적으로 만들어진거 같아 다목적으론 그렇게 그닥 어울리지 않는 블렌더라서 나중에 필요하다면 쿠쿠나 해피콜로 추가 구매를 해야겠네요,"['영상', '필립스', '제품', '평소', '무르다', '과일', '사과', '오렌지', '갈다', '음료', '마시다', '건더기', '싱싱하다', '질기다', '예전', '해피', '명성', '예상', '쿠쿠', '따라오다', '블렌더', '연하다', '과일', '음료', '블렌더', '목적', '만들다', '목적', '어울리다', '블렌더', '필요', '쿠쿠', '해피', '추가', '구매']",1,1
3984,필립스꺼랑 닌자 두개 사용중인데 두개쓰는 이유가 필립스께 너무 구려서 닌자로 다시삼 이 글 보는 이들이여 필립스꺼는 저를 믿고 거르세요 진짜 너무 안갈려요 트레이 밑이 좁고 칼날이 작아 위쪽에서 아래로 안내려가요 엄청 작게 토막내야 하는데 그래도 안갈리는게 많아요,"['필립스', '닌자', '쓰다', '이유', '필립스', '구리', '닌자', '필립스', '거르다', '갈리다', '트레이', '칼날', '작다', '위쪽', '아래', '내려가다', '작다', '토막', '내다', '갈리다', '많다']",1,1
3985,오잉 전 필립스 한 1년 반 이상 사용했는데 과일음료 만들때 거의 4토막 내서 그런지 전 잘되더라구요 진공기능때매 다른 믹서기보다 맛이 살아있어서 만족하며 쓰고 있었는데 그런 경우가 있었군요 되려 전 1년 지나니까 진공기능 시작할때 기둥에 진공 압착부분이 제대로 압착되지 않아 뚜껑을 다시 덮거나 진공키트를 다시 재장착 하고 그런 경우가 10번에 2번정도 그래서 그 불만말곤 없었네요 저도 갠적으론 필립스는 과일음료나 간단한 분쇄말곤 추천은 안드릴거 같긴해요 뭐 플라스틱보다 강화된 재질이라 해도 해피콜이나 기타 타브랜드의 강화 플라스틱보다 얇아보여서 영 신뢰가 안가겠더라구요 뭐 제품 써보니까 에초에 다목적 믹서기가 아니라 과일 같은 음료 블렌더 그런 목적으로 만들어진거 같기도 하구요,"['오잉', '필립스', '이상', '과일', '음료', '만들다', '토막', '내다', '진공', '기능', '믹서기', '살다', '만족', '쓰다', '지나다', '진공', '기능', '시작', '기둥', '진공', '압착', '압착', '뚜껑', '덮다', '진공', '키트', '장착', '불만', '말', '필립스', '과일', '음료', '분쇄', '말', '추천', '드리다', '플라스틱', '강화', '재질', '해피', '기타', '브랜드', '강화', '플라스틱', '얇다', '보이다', '신뢰', '제품', '쓰다', '다목적', '믹서기', '과일', '음료', '블렌더', '목적', '만들다']",1,1
3986,앱 홈페이지에서 서큘레이터 추천제품도 확인하실 수 있습니다 서큘레이터 추천제품 모아보기 앱 다운로드 링크 홈페이지 영상 속 제품 보러가기 아래의 쿠팡링크를 통해 구매하시면 는 쿠팡으로부터 소정의 수수료를 받습니다 구매자에게 부과되는 추가비용은 전혀 없으며 서비스와 채널에 도움이 됩니다 신일전자 sif 테스트 결과 가장 빠른 풍속과 긴 공기 이동 거리 공기 순환 목적의 서큘레이터로서도 매우 준수한 성능을 보여주어 여러 방면에서 만족할만한 제품으로 추천합니다,"['홈페이지', '서큘', '레이', '추천', '제품', '확인', '서큘', '레이', '추천', '제품', '모으다', '다운로드', '링크', '홈페이지', '영상', '제품', '아래', '쿠팡', '링크', '통하다', '구매', '늘다', '쿠팡', '소정', '수수료', '구매자', '부과', '추가', '비용', '서비스', '채널', '도움', '전자', '테스트', '결과', '빠르다', '풍속', '길다', '공기', '이동', '거리', '공기', '순환', '목적', '서큘레이터', '성능', '보이다', '방면', '만족', '제품', '추천']",1,2
3987,오 신일 이거사야 되나 근데요 왜 무선청소기는 그렇게 잘 비교 해주면서 왜왜왜 유선 청소기는 안해주는 고에요 왜왜왜 유선 청소기 해조해조해조요 참 필터 교체비용도 같이 비교해줘요 해줘요,"['사다', '무선', '청소기', '비교', '유선', '청소기', '유선', '청소기', '해조해조해조', '필터', '교체', '비용', '비교']",1,4
3988,내가 볼땐 에코벡스나 로보락이나 드리미나 다 샤오미 로봇청소기 부품으로 조립 비슷한 기능과 성능들 부품들이 그의다 동일 로보락도 본사는 중국 베이징 이들 청소기 대부분 문걸레 청소 세척 건조 그의 동일,"['에코벡스나', '로보', '드리미', '샤오미', '로봇', '청소기', '부품', '조립', '기능', '성능', '부품', '동일', '로보', '본사', '중국', '베이징', '청소기', '부분', '걸레', '청소', '세척', '건조', '동일']",1,2
3989,제가 중국에서 에코백스 omni 선물을 받았서 ecovacs home 다운 받아 기기를 등록 하려는데 국가등록을 한국으로 하니까 중국으로하라는 메세지가 나타나며 중국으로 나타나면 중국 전화번호를 기재하여 인증 번호를 보내주는것 같은데 저는 한국전화번호라서 기기와 연결을 못하고 있는데 방법이 있나요,"['중국', '에코', '스다', '선물', '서다', '다운', '기기', '등록', '국가', '등록', '중국', '메세지', '나타나다', '중국', '나타나다', '중국', '전화', '번호', '기재', '인증', '번호', '보내다', '한국', '전화', '번호', '기기', '연결', '방법']",1,1
3990,2 43 쿠쿠 회전각도의 정보를 잘못기입하였습니다 상하회전은 15 85도까지 좌우회전은 30 60 120도입니다 앱 홈페이지에서 서큘레이터 추천제품도 확인하실 수 있습니다 서큘레이터 추천제품 모아보기 앱 다운로드 링크 홈페이지 영상 속 제품 보러가기 아래의 쿠팡링크를 통해 구매하시면 는 쿠팡으로부터 소정의 수수료를 받습니다 구매자에게 부과되는 추가비용은 전혀 없으며 서비스와 채널에 도움이 됩니다 신일전자 sif 베스트픽 편리함과 우수한 공기 순환 성능까지 모두 갖춘 베스트 제품 선풍기 겸용 가능 보국전자 bkf 쿠쿠전자 cf 선풍기 겸용 써큘레이터로 좋음 다만 써큘레이터 성능과 마감이 조금 아쉬움 홈플래닛 가성비 최강 반값 써큘레이터,"['쿠쿠', '회전', '각도', '정보', '기입', '상하', '회전', '좌우', '회전', '홈페이지', '서큘', '레이', '추천', '제품', '확인', '서큘', '레이', '추천', '제품', '모으다', '다운로드', '링크', '홈페이지', '영상', '제품', '아래', '쿠팡', '링크', '통하다', '구매', '늘다', '쿠팡', '소정', '수수료', '구매자', '부과', '추가', '비용', '서비스', '채널', '도움', '전자', '베스트', '편리', '우수', '공기', '순환', '성능', '갖추다', '베스트', '제품', '선풍기', '겸용', '가능', '보국', '전자', '쿠쿠전자', '선풍기', '겸용', '써큘', '레이', '좋다', '써큘', '레이', '성능', '마감', '홈플래닛', '가성비', '최강', '써큘레이터']",1,2
3991,올해 이거 보고 신일꺼 구매 했어요 공기이동속도비교 영상이랑 차이가 너무 심하네요 3년사이에 제품성능을 하향 시킨걸까요 거실에서 제방까지 넉넉 잡아도 10미터도 안되는대 바람 정말 안느껴져요 느껴져도 잠깐뿐이예요 지속적이지가 않아요 바람 세기도 영상 15미터의 세기나 될까 싶어요 당연히 바람세기 제일 강한 파워모드로 했어요 노서치 후기가 믿을만하고 신뢰도있게 테스트한것 같아서 믿고 샀는대 엄청 후회되네요 쿠팡 후기가 더 나은듯해요 그리고 개인적인 서큘레이터 후기는 생각보다 별로다네요 지금 방문 근처까지 끌고와서 켯는대 이게 더 낫네요 이러면 비싼돈 주고 서큘레이터 살 필요가 있나 싶어요 적당한 선풍기하나 더 사서 방문 근처에 놓으면 되니깐요 또 전 오히려 서큘레이터를 사용하니깐 에어컨 바람이 더 안왔어요 서큘레이터를 끄니깐 에어컨 바람이 들어오네요 작년에는 에어컨 켜고 자면 싸늘해서 온도 올리고 바람세기 제일 약하게하고 방문 한뼘정도 열고자니 딱 좋았거든요 근대 올해는 서큘레이터에 에어컨 바람쎄기 제일 강하게 방문 활짝 열어도 더웠어요 서큘레이터는 한 여름보던 초여름 늦가을 선풍기 미풍은 강하고 끄자니 더울때 그때 쓰면 좋을것 같네요 선풍기 미풍보다 약한 세기가 있으니 그럴땐 정말 유용할듯 싶어요 기대가 커서 실망이 큰 건 지는 모르겠지만 이미 비싸게 샀으니 어찌저찌 잘 활용해봐야지 어쩌겠어요 버릴순 없으니 물론 효과 잘 보시는 분들도 있겠지만 도움이 안되는 경우도 있다는것도 알고 현명한 선택하시길,"['올해', '구매', '공기', '이동', '속도', '비교', '영상', '차이', '심하다', '사이', '제품', '성능', '하향', '시키다', '거실', '바람', '잠깐', '지속', '바람', '세기', '영상', '세기', '바람', '세기', '제일', '강하다', '파워', '모드', '노서치', '후기', '신뢰', '테스트', '사다', '후회', '쿠팡', '후기', '개인', '서큘', '레이', '후기', '생각', '방문', '근처', '끌다', '켜다', '이러다', '비싸다', '서큘레이터', '사다', '필요', '적당하다', '선풍기', '사다', '방문', '근처', '놓다', '서큘', '레이', '에어컨', '바람', '서큘', '레이', '끌다', '에어컨', '바람', '들어오다', '작년', '에어컨', '켜다', '자다', '온도', '올리다', '바람', '세기', '약하다', '방문', '열다', '자다', '좋다', '근대', '올해', '서큘', '레이', '에어컨', '바람', '쎄다', '강하다', '방문', '열다', '서큘', '레이', '여름', '초여름', '늦가을', '선풍기', '미풍', '강하다', '끄다', '쓰다', '좋다', '선풍기', '미풍', '세기', '유용', '기대', '크다', '실망', '크다', '걸다', '비싸다', '사다', '활용', '어쩌다', '효과', '도움', '현명', '선택']",1,3
3992,쿠쿠 서큘레이터 선풍기 cf 전자랜드에서 22만 원에 구입했는데 처음부터 바람 세기가 1 12까지 변화 시켜도 일반 선풍기 1단 1 5단 정도의 세기이며 스큘레이터 기능 자체가 없어요 서비스센터에서는 자기들이 사용하고 동일 제품도 똑 같다고 고장이 아니라고 하네요 설명서에는 분명 에어 서큘레이터 제품이라고 하는데 인쇄되어 있는데,"['쿠쿠', '서큘', '레이', '선풍기', '전자랜드', '구입', '바람', '세기', '변화', '일반', '선풍기', '세기', '스큘', '레이', '기능', '자체', '서비스', '센터', '동일', '제품', '고장', '설명서', '에어', '서큘', '레이', '제품', '인쇄']",1,2
3993,오늘 처음 알게됐는데 궁금했던걸 레알시원하게 해소해줘서 바로 구독했습니다 어떻게 이런 채널이 고작 구독자 12만명 뿐인지 이해가 안가네요 물건살 때 마다 고통받았는데 앞으론 여기만 와야겠네요 이런 고퀄 콘텐츠 제작해주셔서 감사합니다,"['오늘', '레알', '시원하다', '해소', '구독', '채널', '구독자', '이해', '물건', '사다', '고통', '고퀄', '콘텐츠', '제작', '감사']",1,1
3994,신일 후기 좀더 알려드리자면 무선이건만 손잡이가 따로 없어서 들고다니기 무지 불편한게 단점이었어요 아 저흰 정말 많이 옮겨다녀서 소음조용하고 기능도 괜찮지만 팬이 좀 작다고 느껴지고 봉 이라고 하나요 좀 유격이 있어 허접한거 있지만 소음이 작고 회전각도가 맘에 듭니다,"['후기', '알리다', '무선', '손잡이', '들다', '다니다', '불편', '단점', '옮기다', '다니다', '소음', '기능', '괜찮다', '작다', '유격', '허접', '소음', '작다', '회전', '각도', '들다']",1,3
3995,와우 나는 보국거 쓰고 있는데 어느정도일까 궁금해서 봤는데 모든 부분에서 최상위권 정말 탁월한 선택이었네 여기 나온 보국제품은 유일한 단점 2개가 높낮이조절이 안되고 전선어댑터가 있는건데 내가 쓰는 모델은 조절도 가능하고 어댑터도 없으니 그야말로 금상첨화네,"['보국', '쓰다', '상위', '선택', '나오다', '보국', '제품', '유일', '단점', '높낮이', '조절', '전선', '어댑터', '쓰다', '모델', '조절', '가능', '어댑터', '금상첨화']",1,2
3996,와 예고 영상 보고 너무 기다렸는데 드디어 올라왔네요 잘 봤습니다 공기순환 목적으로 선풍기 목적이 아닌 서큘레이터가 필요할 경우에는 이 영상 말고 지난번 7종 서큘레이터 영상을 참고하는게 낫겠지요 감사합니다,"['영상', '기다리다', '올라오다', '공기', '순환', '목적', '선풍기', '목적', '서큘', '레이', '필요', '영상', '말', '지난번', '서큘', '레이', '영상', '참고', '감사']",1,2
3997,올해 신형모델로 오늘 받아서 설치해봤습니다 시원한건 당연한거고 바람세기 5단계 최고치인데 소음 진짜 너무 조용합니다 여기서 저소음까지 한다면 소리는 그냥 안난다고 봐도 무방합니다 역시 오브제라인이 비싼만큼 돈값은 한다고 봐요,"['올해', '신형', '모델', '설치', '시원하다', '바람', '세다', '단계', '최고', '소음', '소음', '소리', '오브제', '라인', '비싸다']",1,3
3998,설치일자 미뤄져서 기다리고 기다려 오늘 설치기사님 오셨는데 3초만에 설치불가판정 났습니다 나무 알루미늄 등 소재가 적합치 않아서 보시자마자 안된다고 하시더라고요 더위를 꾹 참고 기다렸는데 많이 허탈하더군요 기다리는건 일주일 판정받는건 3초 소재와 창문규격을 극복하고 설치할 수 있도록 경쟁사만큼 키트 등을 같이 생산해줬으면 좋겠습니다,"['설치', '일자', '미루다', '기다리다', '기다리다', '오늘', '설치', '기사', '설치', '불가', '판정', '나무', '알루미늄', '소재', '적합', '더위', '참다', '기다리다', '허탈', '기다리다', '일주일', '판정', '소재', '창문', '규격', '극복', '설치', '경쟁사', '키트', '생산', '좋다']",1,3
3999,유익하고 깔끔하게 정리하신 좋은 컨텐츠 잘 보았습니다 헌데 영상 후반부에 잘못된 정보 중 캐리어 21년형에도 uvc led 모델 cwv 있습니다 영상에서는 꼭 21년형은 없고 22년형에만 있다고 말씀하셔서 적어드립니다,"['유익', '정리', '좋다', '컨텐츠', '영상', '후반부', '정보', '캐리어', '모델', '영상', '말씀', '적다']",1,2
4000,이 영상 하나 만드는 데 들어갔을 노력과 시간들이 보이네요 어떤 회사에 제품이 있는지 파악하고 각 제품마다 세세한 부분까지 놓치지 않도록 설명서 정독하고 실제 주문과 설치 후 기능 확인 실험측정 영상편집 표 제작 여러가지 흩어져있고 어지러운 자료들을 모아서 정리하는 재능이 뛰어나신 분 같습니다 이런 리포트를 만들 수 있다면 어느 회사에서든 인정받겠지요,"['영상', '들어가다', '노력', '시간', '보이다', '회사', '제품', '파악', '제품', '놓치다', '설명서', '정독', '실제', '주문', '설치', '기능', '확인', '실험', '측정', '영상', '편집', '제작', '흩어지다', '자료', '모으다', '정리', '재능', '뛰어나다', '리포트', '만들다', '회사', '인정']",1,2
4001,최근 위니아 창문형을 샀는데 다 괜찮은데 리모콘이 조금 문제임 야간시 온도조절을 하려고 리모컨을 들면 어떤 버튼이 온도 설정 버튼인지 모르겠음 리모컨에 빛도 안나고 상하 버튼이 좌우로 달려있어 어떤게 위아래인지 직관적으로 알기어려움 최소한 버튼에 빛이나거나 리모컨 패드에 돌기라도 만들어줬으면 야간에 쉽게 온도조절이 가능했을텐데 이부분이 조금 아쉬움,"['최근', '위니', '창문', '사다', '괜찮다', '리모콘', '문제', '야간', '온도', '조절', '리모컨', '들다', '버튼', '온도', '설정', '버튼', '리모컨', '상하', '버튼', '좌우', '달리다', '아래', '직관', '최소한', '버튼', '리모컨', '패드', '돌다', '만들다', '야간', '온도', '조절', '가능']",1,3
4002,이야 이거 상당히 궁금했던 부분인데 이걸 비교하시다니 대단 하십니다 그리고 써보지 않은 사람이면 알 수 없는 세세 한 부분까지 다 테스트 하셨네요 이건 정말 어디서 상 드려야 할 듯,"['비교', '쓰다', '사람', '테스트', '사다']",1,1
4003,예전 3인용쓰는데 둘다 좋은거같아요 6인용은 더 강력하고 뽀드득하고 잘 건조되었요 반면 싱크대를 한자리하니까 공간도 시각적으로도 답답함을 느꼈어요 아이 독립하고 2인가족 3인용바꾸고 저는 더 좋더라구요 6인용배수관연결해서사용했어요 예전보공간도 덜 차지해서 좋고 깜찍해요 그리고 그때그때설겆이가능 예전에는 세척기공간대비 그릇이작아서 2 3끼분량 애벌하고 세척기넣었다 같이 작동시켰어요 지금은 바로처리 애벌은 꼭하세요 세척기 금방 지저분해지고 냄새나고 청결유지힘듭니다 설겆이를 유독 싫어하어하거나 늘 열탕uv소독원하는 분은 필수아이템임돠,"['예전', '쓰다', '좋다', '건조', '반면', '싱크대', '자리', '공간', '시각', '독립', '가족', '바꾸다', '좋다', '배수관', '연결', '전보', '공간', '차지', '좋다', '깜찍하다', '그때', '그때', '설겆이', '가능', '예전', '세척기', '공간', '대비', '그릇', '작다', '분량', '애벌', '세척기', '넣다', '작동', '처리', '세척', '냄새', '청결', '유지', '힘들다', '설겆이', '싫다', '열탕', '소독', '필수', '아이템']",1,3
4004,저도 잘보고 가지만 저 몇가지 올려놓는 시간에 설거지 시간으로 다 끝날거 같음요 뭐 살균은 되어서 좋긴해 보여요 개인적으로도 물 열림기능이 아주 좋아보이는데 선생님에 수동열기까지에 문열림 기능이 있다면 만족할 수준 같아요,"['올려놓다', '시간', '설거지', '시간', '끝나다', '살균', '좋다', '보이다', '개인', '열리다', '기능', '좋다', '보이다', '선생', '수동', '열다', '열리다', '기능', '만족', '수준']",1,4
4005,3인용보다 가격차이 얼마 안 나면 6인용 살까 6인용보다 가격차이 얼마 안 나면 8인용 살까 하다가 초음파 식기세척기까지 알아보게 되었 마티즈 사러 갔다가 벤츠사온다는게 이런거구나,"['가격', '차이', '얼마', '사다', '가격', '차이', '얼마', '사다', '음파', '식기', '세척기', '알아보다', '마티즈', '사다', '벤츠', '사다']",1,1
4006,전 이 모델 반년동안 쓰고있었는데 후기에 내부벽면에 검은 기름때가 묻어나온다길래 제 것도 그러나 혹시나 싶어 닦아봤더니 내부 모든 면에서 검은때가 묻어나오네요 심지어 거름망 스텐쪽에서도 묻어나왔어요 한참을 닦고 닦아서 겨우 없앴나 싶었는데 몇일 가동 후 또 닦아보니 조금씩 묻어나왔습니다 이에 관해 여러번 검색결과 어느 블로그글에서는 미디어사 고무패킹 문제인 것 같다고 그러더군요 고무패킹에 조금씩 검은물이 빠지면서 식세기 내부에 스며들어서 그렇게 된 것 같다고 생각하시는듯 했습니다 또 세제에 따라 물빠짐의 정도가 다르다하니 아직 못 느끼신분도 있을거라 생각하네요 구연산이 함유된 제품으로 청소했을 때 많이 일어나는듯 했어요 저는 아예 모르고 쓰다가 이제야 발견한거라 참 황당하네요 그동안 저 검은물이 조금씩 식기에 묻었을거라 생각하니 미디어사 제조가 아닌 국내생산으로 된 제품으로 갈아타려고 준비중입니다 혹시 이 제품 쓰시는분들 내부 벽면 물티슈나 마른휴지로 닦아보세요 검게 묻어나오면 고무패킹에 지속적으로 물빠짐이 생겨왔던겁니다 제가 본 블로그글 링크 공유합니다,"['모델', '동안', '쓰다', '후기', '내부', '벽면', '검다', '기름때', '나오다', '닦다', '내부', '검다', '나오다', '거름', '스텐', '나오다', '한참', '닦다', '닦다', '없애다', '가동', '닦다', '나오다', '관하다', '검색', '결과', '블로그', '미디어', '고무', '패킹', '문제', '그러다', '고무', '패킹', '검다', '빠지다', '세기', '내부', '스며들다', '생각', '세제', '따르다', '빠지다', '다르다', '생각', '연산', '함유', '제품', '청소', '일어나다', '쓰다', '발견', '황당하다', '그동안', '검다', '식기', '생각', '미디어', '제조', '국내', '생산', '제품', '갈아타다', '준비', '제품', '쓰다', '내부', '벽면', '물티슈', '마르다', '휴지', '닦다', '검다', '나오다', '고무', '패킹', '지속', '빠지다', '생기다', '블로그', '링크', '공유']",1,1
4007,댓글 잘 안남기는데 이 영상은 무슨 컨텐츠 퀄리티랑 설명이 말도 안되는 수준이네요 거의 뭐 논문 한편을 써놓으셨는데 고추장 양념 태운거 테스트하시는거 나올때 육성으로 와 해버렸습니다 실사용 기준으로 가장 궁금할것들만 잘 써주셨는데 구독 누르고 갑니다,"['댓글', '남기다', '영상', '컨텐츠', '퀄리티', '설명', '수준', '논문', '쓰다', '고추장', '양념', '태우', '테스트', '나오다', '육성', '기준', '쓰다', '구독', '누르다']",1,1
4008,요즘 좋은 식기세척기가 너무 많아서 뭐로 사야할지 고민됐는데 자세한 비교 너무 좋네용 좋은 정보 공유 감사합니다 저희 채널에서도 꿀템들 많이 알려드릴 예정이니 많은 관심 부탁드려요,"['요즘', '좋다', '식기', '세척기', '많다', '사다', '고민', '비교', '좋다', '좋다', '정보', '공유', '감사', '채널', '꿀', '터', '알리다', '예정', '많다', '관심', '부탁', '드리다']",1,2
4009,영상잘봤습니다 유익한 영상 감사합니다 혹시 sk매직제품에서 식세기내부 벽면에 검은색이물 묻어나오는지도 알수있을까요 제품후기중에 물에적신휴지로 닦았을때 검은색이물이 묻어나온다는 후기가있어서 궁금하네요,"['영상', '유익', '영상', '감사', '매직', '제품', '세기', '내부', '벽면', '검다', '나오다', '제품', '후기', '적시다', '휴지', '닦다', '검은색', '나오다', '후기', '궁금하다']",1,1
4010,이게 수회사용해야 알수있을거에요 저도 자동 물열림기능때문에 sk 살까 했는데 고무 문제 걱정이네요 근데 다른 회사도 고무 들어가는데 sk 고무만 그런가요 그리고 자동 문열림 기능 있는 식기세척기 회사 또있더군요 마케팅을 꼭 유일하게 sk만 있는 것처럼 유일하게 있다 써있던데 쉐프본 블랙라벨도 자동문열림 되던데,"['자동', '열리다', '기능', '사다', '고무', '문제', '걱정', '회사', '고무', '들어가다', '고무', '자동', '열리다', '기능', '식기', '세척기', '회사', '마케팅', '유일', '유일', '쓰다', '쉐프', '블랙', '라벨', '자동', '열리다']",1,2
4011,잘보고 유익하게 보고갑니다 답글휴렉 절대 문닫아야 하는 업체로 최악입니다 개인적으로 렌트로 사용중인데 사용중 제품의 하자임에도 불구하고 소비자에게 책임을 전가하면서 28만원의 교체비를 요구하는 곳입니다 소리는 씽크대가 흔들릴 정도로 시끄럽고 심지어 먹고 난 떡국 같은 것 조차 집어넣을 수 없습니다 과일 껍데기등 심지어 깻입도 집어넣으면 실 같은 것이 나와 칼날을 휘감는다고 넣지 말라고 하니 이런 최악의 쓰레기 제품은 비추입니다 절대 사지 마세요 답글,"['유익', '답글휴렉', '업체', '최악', '개인', '렌트', '제품', '하다', '소비자', '책임', '전가', '교체', '요구', '소리', '씽크대', '흔들리다', '먹다', '떡국', '넣다', '과일', '껍데기', '깻입', '집어넣다', '칼날', '휘감다', '넣다', '최악', '쓰레기', '제품', '비추다', '사다']",1,1
4012,아주 저가형의 제품이 아닌 이상 음식물처리기는 사용하는데 무리는 없습니다 그보다 처리 용량과 가성비가 중요합니다 스마트웰컴은 미생물발효식 음식물처리기 확인되며 동급 제품 대비 가성비가 아주 좋은 편은 아니어 보입니다 최신화 된 음식물처리기 추천 제품은 홈페이지에서 확인해 보시면 참고가 되실 거에요,"['저가', '제품', '이상', '음식물', '처리', '무리', '처리', '용량', '가성비', '중요', '스마트', '웰컴', '미생물', '발효', '음식물', '처리', '확인', '동급', '제품', '대비', '가성비', '좋다', '보이다', '최신', '음식물', '처리', '추천', '제품', '홈페이지', '확인', '참고']",1,2
4013,음쓰 내솥이 문젭니다 내솥을 1년도 안되서 교체 해야하고 돈 6만원 넘씁니다 음식물도 제한이 있어 어짜피 또 버리러 가야 합니다 이중으로 음쓰있으나 마나 합니다 잘 결정하세요 에코체 사고 답답 합니다,"['쓰다', '내다', '문제', '교체', '쓰다', '음식물', '제한', '버리다', '중', '쓰다', '말', '결정', '에코', '체', '사고']",1,1
4014,sk매직의 에코클린이 없네요 그제품이 최고인데 제가 이제품저제품 써보며 돌고돌아 정착한제품인데 올려주신 제품중 2개는 써봤는데 sk매직 에코클린이 더좋아요 특히 스마트카라 제품보다는 훨나아요 스마트카라 제품은 제습기능이없어서 습기차고 냄새 장점은 아무곳에서나 둘수있다는정도 가격도 기능에비해 비싼느낌 에코클린은 좀더비싸지만 기능따져보고 실사용해보면 수긍이되더라고요,"['매직', '에코', '클린', '제품', '최고', '제품', '제품', '쓰다', '돌다', '돌다', '정착', '제품', '올리다', '제품', '쓰다', '매직', '에코', '클린', '좋다', '스마트', '제품', '스마트', '제품', '기능', '습기', '차', '냄새', '장점', '두다', '가격', '기능', '비하', '비싸다', '느낌', '에코', '클린', '비싸다', '기능', '따지다', '수긍']",1,2
4015,영상을 제작할 시점에는 에코클린이 출시되기 전이라 포함하지 못했습니다 에코클린은 참 좋은 제품이었다고 생각합니다 다만 현재는 sk 매직이 음식물처리기 사업에서 손을 떼면서 단종에 들어갔습니다,"['영상', '제작', '시점', '에코', '클린', '출시', '포함', '에코', '클린', '좋다', '제품', '생각', '현재', '매직', '음식물', '처리', '사업', '떼', '단종', '들어가다']",1,2
4016,무엇보다 가장 중요한건 사용하면서 발생되는 고장 여부와 사후대처입니다 그런면에서는 휴렉은 정말 쓰레기를 사는거와 같습니다 고장이 너무 많으며 그로인해 발생되는 비용이 더 많습니다 고객응대 당연히 불친절해요 다른건 안써봤지만 최소한 휴렉은 사지 마세요,"['중요', '발생', '고장', '여부', '사후', '대처', '쓰레기', '사다', '고장', '많다', '인하', '발생', '비용', '많다', '고객', '응대', '친절', '쓰다', '사다']",1,1
4017,음식물 처리기는 타입마다 장단점이 있어서 어떤 제품이 딱 좋다 말하기가 어렵습니다 원하는 타입과 사용 환경 예산을 모두 고려해서 고르는 것이 좋다 생각합니다 설명란에 홈페이지에 음식물 처리기에 대한 다양한 정보가 있으니 참고가 되실거에요,"['음식물', '처리', '타입', '장단점', '제품', '좋다', '원하다', '타입', '환경', '예산', '고려', '고르다', '좋다', '생각', '설명', '홈페이지', '음식물', '처리', '대하다', '다양', '정보', '참고']",1,2
4018,휴렉 쓰고 있습니다 100000000 만족입니다 통이 커서 일주일에 2번 정도 돌려요 4인가족 정말 적극적극 추천합니다 이 추운 날 음쓰 버리러 안 나가도 된다는거 아주 삶의 질이 수직상승 합니다 음식물 보관시에도 전원 안 켜놔도 냄새 1도 안나요 소음은 아주 조금있는데 밤에 잘때 작동시키고 각자 방에 들어가면 전혀 안들려요,"['쓰다', '만족', '크다', '일주일', '돌리다', '가족', '적극', '적극', '추천', '쓰다', '나가다', '수직', '상승', '음식물', '보관', '전원', '켜다', '냄새', '소음', '자다', '작동', '들어가다', '들리다']",1,3
4019,고민중이었는데 자세한 리뷰 감사합니다 그런데 궁금한 게 음식물 쓰레기는 계속 나오는데 처리 시간이 7 8씩 걸리면 처리 도중에는 추가 투입을 하면 안 되는 건지요 전에 미생물 타입 쓸 때는 추가 투입 해도 괜찮았어서요,"['고민', '리뷰', '감사', '궁금하다', '음식물', '쓰레기', '나오다', '처리', '시간', '걸리다', '처리', '도중', '추가', '투입', '미생물', '타입', '쓰다', '추가', '투입', '괜찮다']",1,1
4020,음식물 처리기는 다이저스 음식물 처리기가 제일인것 같아요 5월부터 현대 홈쇼핑 롯데 홈쇼핑에서 판매하는데 오프라인에서 100만원대 판매 하는것을 지금 30먄원대로 원가 판매중 이라네요 저는 69만원에 샀는데 홈쇼핑 써보니 너무 좋아서 2대를 구입하여 가족들에게 설치했는데 대만족 합니다,"['음식물', '처리', '다이저스', '음식물', '처리', '제일', '현대', '쇼핑', '롯데', '쇼핑', '판매', '오프라인', '판매', '원가', '판매', '사다', '홈', '쇼핑', '쓰다', '좋다', '구입', '가족', '설치', '만족']",1,1
