,content,vector,cluster,tokens_final,text_for_tfidf,action_cluster
2972,저희는 온라인으로 샀는데 후회했어요 ㅋㅋ 무조건 보고 사세요,"[-0.0018692   0.02818298 -0.03363037 ... -0.04568481 -0.04284668
  0.00162697]",2,"['온라인', '사다', '후회', '사다']",온라인 사다 후회 사다,1
2973,오프라인으로 했어요! 전시제품들도 할인 많이하더라고용,"[-0.00388527  0.01942444 -0.02526855 ... -0.03381348 -0.03775024
 -0.0082016 ]",2,"['오프라인', '전시', '제품', '할인']",오프라인 전시 제품 할인,2
2974,전세라서 온라인 가성비 좋은것들로 주문했어요,"[ 0.01495361  0.04718018 -0.02275085 ... -0.03671265 -0.03710938
 -0.02458191]",2,"['전세', '온라인', '가성비', '좋다', '주문']",전세 온라인 가성비 좋다 주문,1
2975,저희도 가성비로 구입하려구 온라인으로 샀는데 만족하고 있어요~,"[ 0.00979614  0.03894043 -0.03942871 ... -0.02001953 -0.04290771
 -0.00968933]",2,"['가성비', '구입', '온라인', '사다', '만족']",가성비 구입 온라인 사다 만족,1
2976,오프라인으로도 돌아다니고 혜택 등 따져보고 괜찮은걸로 살것같아요,"[ 0.00190926  0.02607727 -0.02194214 ... -0.03640747 -0.01502991
 -0.01407623]",2,"['오프라인', '돌아다니다', '혜택', '따지다', '괜찮다', '사다']",오프라인 돌아다니다 혜택 따지다 괜찮다 사다,1
2977,저희도 4-5년 생각중이라... 그냥 온라인으로 사려구요! 오프라인도 보기는 하겠지만요,"[-0.00072765  0.02081299 -0.02645874 ... -0.04193115 -0.03056335
  0.00881958]",2,"['생각', '온라인', '사다', '오프라인']",생각 온라인 사다 오프라인,1
2978,저는 오프라인삼성점으로 가서 다 맞췄어요,"[ 0.02163696  0.02069092 -0.03140259 ... -0.02519226 -0.03253174
 -0.00924683]",2,"['오프라인', '삼성', '맞추다']",오프라인 삼성 맞추다,0
2979,오프라인으로 보고 온라인으로 진행했습니다~~,"[ 0.00976562  0.01899719 -0.00392532 ... -0.02149963 -0.0196228
 -0.00811005]",2,"['오프라인', '온라인', '진행']",오프라인 온라인 진행,0
2980,오프라인으로 보고 가격비교후에 주문할거같아요,"[ 0.00106525  0.03022766 -0.0199585  ... -0.0243988  -0.02787781
 -0.01351166]",2,"['오프라인', '가격', '비교', '주문']",오프라인 가격 비교 주문,0
2981,오프라인에서 확인하고 온라인 최저가로 구매하려구요,"[ 0.00759125  0.02790833 -0.03250122 ... -0.02275085 -0.03320312
 -0.01499939]",2,"['오프라인', '확인', '온라인', '최저', '구매']",오프라인 확인 온라인 최저 구매,1
2982,저느 섞어서 삿어요. 같은제품 온라인이 싼건 오프라인에서보고 온라인에서 구매하구요,"[ 0.00672531  0.02819824 -0.02148438 ... -0.02529907 -0.01565552
 -0.01675415]",2,"['저느', '섞다', '사다', '제품', '온라인', '싸다', '오프라인', '온라인', '구매']",저느 섞다 사다 제품 온라인 싸다 오프라인 온라인 구매,1
2983,저희는 온라인 오프라인 둘다 비교해보고 적절한 가격선에서 둘다 병행해서 살려고 합니다!,"[ 0.00680542  0.02557373 -0.02612305 ... -0.02719116 -0.03997803
 -0.01512909]",2,"['온라인', '오프라인', '비교', '가격', '병행', '살다']",온라인 오프라인 비교 가격 병행 살다,0
2984,온라인도 괜찮은거 같아요! 후기 잘 보고 구매하세요,"[ 0.01261902  0.01177216 -0.0375061  ... -0.0362854  -0.02780151
 -0.00201988]",2,"['온라인', '괜찮다', '후기', '구매']",온라인 괜찮다 후기 구매,1
2985,저는 일단 오프라인 위주로 구매할려구요!,"[-0.00129318  0.03143311 -0.02357483 ... -0.01540375 -0.03744507
 -0.0202179 ]",2,"['오프라인', '위주', '구매']",오프라인 위주 구매,1
2986,몇년잇다가 이사갈거라서 일단 온라인 가성비로 구매하려구요,"[ 0.00925446  0.04736328 -0.03961182 ... -0.0480957  -0.03616333
 -0.02471924]",2,"['이사', '온라인', '가성비', '구매']",이사 온라인 가성비 구매,1
2987,쓰니님같은 상황에선 온라인도 좋을거같아요~,"[-0.0017395   0.03665161 -0.02326965 ... -0.04275513 -0.00764847
 -0.01085663]",2,"['쓰다', '상황', '온라인', '좋다']",쓰다 상황 온라인 좋다,2
2988,저는 오프라인에서보고 온라인과 가격비교해서 샀어요~,"[ 0.00274086  0.01571655 -0.02890015 ... -0.00849915 -0.03564453
 -0.03031921]",2,"['오프라인', '온라인', '가격', '비교', '사다']",오프라인 온라인 가격 비교 사다,0
2989,저는 거의 오프라인으로 보고 온라인으로 구매햤오요 합리적이라는 생각으로 ㅎㅎ,"[-0.00053358  0.0275116  -0.01861572 ... -0.02842712 -0.03167725
 -0.00759888]",2,"['오프라인', '온라인', '구매햤오', '합리', '생각']",오프라인 온라인 구매햤오 합리 생각,0
2990,"As 그렇게 많이 안받게 되지만 혹시 모르니까요!ㅎㅎ한번에 많이 살거면 오프라인, 각각 따로 살거면 온라인이 좋지 않을까요?","[-0.00264359  0.01408386 -0.02865601 ... -0.01771545 -0.03512573
 -0.00163078]",2,"['살다', '오프라인', '살다', '온라인', '좋다']",살다 오프라인 살다 온라인 좋다,1
2991,사실 백화점 라인이나 이런건 일반인이 보기에 차이는 못느끼는 정도일거라 안가리고 알아보시는게 좋을것같아요 비대면 견적도 받아 볼 수 있으니 최대한 여러군데 받아보시는게 좋을 것 같습니다,"[ 0.00965118  0.01548767 -0.0380249  ... -0.0491333  -0.01029968
  0.0259552 ]",2,"['백화점', '라인', '일반인', '차이', '가리다', '알아보다', '좋다', '대면', '견적', '좋다']",백화점 라인 일반인 차이 가리다 알아보다 좋다 대면 견적 좋다,0
2992,온라인으로도 가능해요~ 전화해서 문자로 제품코드들 보내주시고 견적 받으면 됩니다~,"[-0.00389671  0.0266571  -0.01713562 ... -0.0428772  -0.02624512
  0.00716019]",2,"['온라인', '가능', '전화', '문자', '제품', '코드', '보내다', '견적']",온라인 가능 전화 문자 제품 코드 보내다 견적,2
2993,일단ㄱ ㅏ격비교해보고 저렴하지 않다면 온라인에서 구매 할것같아요,"[ 0.00071764  0.02664185 -0.02209473 ... -0.03967285 -0.02574158
 -0.00559235]",2,"['비교', '온라인', '구매']",비교 온라인 구매,0
2994,"품목이 많으면 오프라인에서 하는게 좋구, 적다면 인터넷 최저가여!","[-0.0015173   0.02249146 -0.03433228 ... -0.0324707  -0.02886963
  0.00085258]",2,"['품목', '많다', '오프라인', '좋다', '적다', '인터넷', '최저']",품목 많다 오프라인 좋다 적다 인터넷 최저,0
2995,오프라인도 혼수 할인 받으면 온라인이랑 비슷하더라구요! 직접 눈으로 보고 상담도 받으면서 오프라인으로 하는게 좋은 것 같아요,"[ 0.00419235  0.01782227 -0.02632141 ... -0.02563477 -0.01719666
  0.01155853]",2,"['오프라인', '혼수', '할인', '온라인', '비슷하다', '상담', '오프라인', '좋다']",오프라인 혼수 할인 온라인 비슷하다 상담 오프라인 좋다,0
2996,품목이 3가지 이상이면 오프라인 1-2가지면 온라인이 저렴하고 좋아요!,"[ 0.01130676  0.01863098 -0.03588867 ... -0.01661682 -0.01864624
 -0.01722717]",2,"['품목', '이상', '오프라인', '온라인', '좋다']",품목 이상 오프라인 온라인 좋다,0
2997,품목 많이 해서 오프라인으로 구매했는뎅 비쌀 시즌이어가지구 어쩔수 없었네요 ㅠㅠ 잘 알아보시고 하세용 !,"[ 0.00259781  0.02458191 -0.02793884 ... -0.0213623  -0.02845764
 -0.00952148]",2,"['품목', '오프라인', '구매', '비싸다', '시즌', '어쩌다', '알아보다']",품목 오프라인 구매 비싸다 시즌 어쩌다 알아보다,2
2998,오프라인 추천이요 오픈점이 제일 할인 폭이 크긴해요 !,"[ 0.0093689   0.01737976 -0.0368042  ... -0.02450562 -0.03305054
 -0.00460434]",2,"['오프라인', '추천', '오픈', '할인', '크다']",오프라인 추천 오픈 할인 크다,2
2999,한번에 많이 사시면 오프라인 아니면 온라인이 저렴해요,"[-0.00380325  0.03182983 -0.0249939  ... -0.02102661 -0.0282135
  0.00232124]",2,"['사다', '오프라인', '온라인', '저렴하다']",사다 오프라인 온라인 저렴하다,1
3000,저희는 오프라인으로 보고 온라인으로 구매 해싸습니다,"[ 0.01247406  0.03433228 -0.01652527 ... -0.01506042 -0.04055786
 -0.02389526]",2,"['오프라인', '온라인', '구매', '싸다', '슬다']",오프라인 온라인 구매 싸다 슬다,1
3001,"저는 오프라인으로 발품팔면서 알아보고, 온라인으로 검색해서 최저가 구매했어요. 근데 가끔 전시 상품 같은거는 오프라인이 훨씬 쌀때도 있으니까 잘 돌아다녀보셔야 해요","[-0.01420593  0.00722885 -0.03311157 ... -0.03013611 -0.02696228
 -0.00234795]",2,"['오프라인', '발품', '팔다', '알아보다', '온라인', '검색', '저가', '구매', '전시', '상품', '오프라인', '싸다', '돌아다니다']",오프라인 발품 팔다 알아보다 온라인 검색 저가 구매 전시 상품 오프라인 싸다 돌아다니다,0
3002,직접 눈으로 보고 비교해보겠지만 오프라인 할인혜택많으면 오프라인에서 살거 같아용,"[ 0.00934601  0.02139282 -0.03076172 ... -0.02882385 -0.02941895
 -0.01025391]",2,"['비교', '오프라인', '할인', '혜택', '많다', '오프라인', '살다']",비교 오프라인 할인 혜택 많다 오프라인 살다,0
3003,"저는 필수품목들은 오프라인에서 샀고, 나중에 추가로 산거는 온라인으로 했어요!","[-8.21352005e-05  2.21405029e-02 -3.75976562e-02 ... -1.02462769e-02
 -3.93066406e-02 -2.30407715e-02]",2,"['필수', '품목', '오프라인', '사다', '추가', '사다', '온라인']",필수 품목 오프라인 사다 추가 사다 온라인,0
3004,다섯 품목 이상 사시는거면 오프라인에서 할인받는게 더 좋다고 들었어요~,"[ 0.00802612  0.02276611 -0.03771973 ... -0.0296936  -0.02745056
  0.0025692 ]",2,"['품목', '이상', '사다', '오프라인', '할인', '좋다']",품목 이상 사다 오프라인 할인 좋다,2
3005,조금 사시는 분은 인터넷이싸고 많이사는 사람은 오프라인이 싸요,"[ 0.00077963  0.02471924 -0.03001404 ... -0.03579712 -0.03863525
 -0.00143051]",2,"['사다', '인터넷', '싸다', '사다', '사람', '오프라인', '싸다']",사다 인터넷 싸다 사다 사람 오프라인 싸다,2
3006,저희는 오프라인으로 가격 알아보고 온라인으로 사려구요,"[ 0.00899506  0.03665161 -0.02619934 ... -0.01722717 -0.03131104
 -0.02084351]",2,"['오프라인', '가격', '알아보다', '온라인', '사다']",오프라인 가격 알아보다 온라인 사다,0
3007,저희는 오프라인으로 견적 받아보고 인터넷 최저가랑 비교 해서 구매했어요 !,"[-0.00133133  0.03137207 -0.01947021 ... -0.02207947 -0.04772949
 -0.01335144]",2,"['오프라인', '견적', '인터넷', '최저', '비교', '구매']",오프라인 견적 인터넷 최저 비교 구매,0
3008,품목 많이해서 오프라인으로 쓸 것 같아요!,"[ 0.01413727  0.02716064 -0.03649902 ... -0.01512909 -0.03164673
 -0.00377464]",2,"['품목', '오프라인', '쓰다']",품목 오프라인 쓰다,2
3009,오프라인으로 먼저 실물 보고 견적 다 받아보고 인터넷이랑 비교해서 살 것 같아요!,"[-0.01054382  0.03381348 -0.01792908 ... -0.037323   -0.03277588
 -0.01000214]",2,"['오프라인', '실물', '견적', '인터넷', '비교', '사다']",오프라인 실물 견적 인터넷 비교 사다,0
3010,"최근에 집에 인터넷설치했는데, 이렇게 빠르고 안정적인 건 처음입니다. 온라인 수업과 회의도 무리 없이 진행되고 있어요","[ 0.0256958   0.05575562 -0.00095177 ... -0.02679443 -0.03448486
  0.0091629 ]",2,"['최근', '인터넷', '설치', '빠르다', '안정', '온라인', '수업', '회의', '무리', '진행']",최근 인터넷 설치 빠르다 안정 온라인 수업 회의 무리 진행,2
3011,저희는 오프라인에서 보고 오프라인에서 결제했어요,"[ 0.00657654  0.02670288 -0.01111603 ... -0.0141983  -0.04382324
 -0.01870728]",2,"['오프라인', '오프라인', '결제']",오프라인 오프라인 결제,0
3012,정말 맘에들면 온라인도 괜찮을 것 같아요,"[ 0.01464081  0.01750183 -0.01602173 ... -0.03619385 -0.02468872
  0.00120068]",2,"['들다', '온라인', '괜찮다']",들다 온라인 괜찮다,1
3013,오프라인에서 알아보고 온라인이랑 비교해볼 것 같어요!,"[ 0.00272942  0.02127075 -0.01947021 ... -0.02874756 -0.02209473
 -0.0199585 ]",2,"['오프라인', '알아보다', '온라인', '비교']",오프라인 알아보다 온라인 비교,0
3014,저는 여기저기 결국 비교하다가 온라인으로 저렴하게 구매했어요!,"[-0.00930786  0.02137756 -0.0295105  ... -0.02268982 -0.03897095
 -0.01382446]",2,"['여기저기', '비교', '온라인', '저렴하다', '구매']",여기저기 비교 온라인 저렴하다 구매,0
3015,신상품 아니셔도 괜찮으시면 온라인 가성비 엄청나요,"[ 0.01081085  0.02412415 -0.04067993 ... -0.02584839 -0.03149414
 -0.0006628 ]",2,"['상품', '괜찮다', '온라인', '가성비']",상품 괜찮다 온라인 가성비,1
3016,제품을 비교 잘해야할거같아요 저희는 오프라인에서 구매했어요,"[ 0.0173645   0.02436829 -0.04052734 ... -0.03128052 -0.03277588
 -0.0181427 ]",2,"['제품', '비교', '오프라인', '구매']",제품 비교 오프라인 구매,0
3017,우선 한번 보고 가격 같은거 비교해서 온라인 괜찮으면 구매하셔도 될 것 같아요!,"[ 0.00843048  0.02067566 -0.02867126 ... -0.04553223 -0.02336121
 -0.01602173]",2,"['가격', '비교', '온라인', '괜찮다', '구매']",가격 비교 온라인 괜찮다 구매,0
3018,오프라인으로 구매했어요 ! 보고 사고싶어서요,"[ 0.0079422   0.02523804 -0.02619934 ... -0.02378845 -0.03915405
 -0.01561737]",2,"['오프라인', '구매', '사다']",오프라인 구매 사다,1
3019,저는 가전묶음으로 할거라서 오프라인 이용할것 같아요!,"[ 0.00955963  0.03179932 -0.02548218 ... -0.03143311 -0.03436279
 -0.01099396]",2,"['가전', '묶음', '오프라인']",가전 묶음 오프라인,2
3020,믿을 만한 업체면 온라인도 괜찮을거같아요,"[ 0.00605392  0.01940918 -0.03045654 ... -0.04196167 -0.02722168
 -0.0054245 ]",2,"['업체', '온라인', '괜찮다']",업체 온라인 괜찮다,1
3021,여러개사는거변 오프라인에서 같이 살거같아요ㅎㅎ,"[ 0.01104736  0.03427124 -0.01284027 ... -0.021698   -0.01870728
 -0.00728607]",2,"['사다', '오프라인', '살다']",사다 오프라인 살다,1
3022,여러개 한번에 산다면 오프라인이고 개별 구매하실 거면 온라인이요!,"[-0.00034857  0.01753235 -0.03253174 ... -0.02462769 -0.03479004
 -0.00331497]",2,"['사다', '오프라인', '개별', '구매', '온라인']",사다 오프라인 개별 구매 온라인,1
3023,몇개 안 사는거면 온라인이 젤 맘 편하다하더라구요!,"[-0.00408554  0.02799988 -0.03108215 ... -0.0375061  -0.04345703
 -0.01347351]",2,"['사다', '온라인', '편하다']",사다 온라인 편하다,1
3024,일단 돌아다니면서 설명도 들어보고 견적도 받아보고 온라인이랑 비교해볼듯해요,"[ 0.00594711  0.03372192 -0.01573181 ... -0.04696655 -0.0178833
 -0.00587845]",2,"['돌아다니다', '설명', '견적', '온라인', '비교']",돌아다니다 설명 견적 온라인 비교,0
3025,온라인으로 둘러보고 오프라인 구매가 좋을거 같아요,"[ 0.00616074  0.02520752 -0.02088928 ... -0.03515625 -0.03256226
 -0.02685547]",2,"['온라인', '둘러보다', '오프라인', '구매', '좋다']",온라인 둘러보다 오프라인 구매 좋다,1
3026,세트로 구매할꺼면 오프라인이 유리할 것 같아요!,"[ 0.01893616  0.02075195 -0.03430176 ... -0.04397583 -0.04364014
  0.00878906]",2,"['세트', '구매', '오프라인', '유리']",세트 구매 오프라인 유리,1
3027,전 발품 둘다팔아서 결국은 오프라인했어요,"[-0.00522614  0.02763367 -0.02482605 ... -0.01747131 -0.03656006
 -0.01673889]",2,"['발품', '두다', '팔다', '결국', '오프라인']",발품 두다 팔다 결국 오프라인,0
3028,저희는 시간 좀 투자해서 오프라인으로 했어요!,"[ 0.01052094  0.02687073 -0.0109787  ... -0.01983643 -0.03009033
 -0.02030945]",2,"['시간', '투자', '오프라인']",시간 투자 오프라인,0
3029,오픈매장에서 오프라인구매하는게 가장 저렴하다고 하더라구용,"[ 0.00893402  0.03616333 -0.03259277 ... -0.01660156 -0.03222656
 -0.00764847]",2,"['오픈', '매장', '오프라인', '구매', '저렴하다']",오픈 매장 오프라인 구매 저렴하다,2
3030,"한꺼번에 다 장만하실거면 오프라인, 하나씩 장만하시는거면 온라인 추천드려요","[ 0.00923157  0.03237915 -0.03427124 ... -0.02227783 -0.02857971
  0.00439835]",2,"['장만', '오프라인', '장만', '온라인', '추천', '드리다']",장만 오프라인 장만 온라인 추천 드리다,1
3031,저희는 발품팔아서 오프라인으로 진행했어요!,"[-0.00452423  0.02984619 -0.01165771 ... -0.02603149 -0.05059814
 -0.01831055]",2,"['발품', '팔다', '오프라인', '진행']",발품 팔다 오프라인 진행,0
3032,오프라인으로 햇어요 인터넷 너무 정보가많아서 못고르겟더라구요ㅠ,"[-0.00165462  0.02198792 -0.01000977 ... -0.03237915 -0.01509857
 -0.00865936]",2,"['오프라인', '인터넷', '정보', '많다', '고르다']",오프라인 인터넷 정보 많다 고르다,0
3033,오프라인 다녀와서 품목 확정하고 다 온라인견적 받으려구요 ㅎㅎ,"[-0.00400543  0.03729248 -0.02177429 ... -0.0242157  -0.02142334
 -0.00479507]",2,"['오프라인', '다녀오다', '품목', '확정', '온라인', '견적']",오프라인 다녀오다 품목 확정 온라인 견적,0
3034,어차피 한번에 이것저것살거면 연계할인들어가는게 혜택이 좋아서 오프라인 추천해요,"[ 0.0227356   0.02574158 -0.02732849 ... -0.01415253 -0.02371216
 -0.00672913]",2,"['이것저것', '사다', '연계', '할인', '들어가다', '혜택', '좋다', '오프라인', '추천']",이것저것 사다 연계 할인 들어가다 혜택 좋다 오프라인 추천,0
3035,온라인이랑 오프라인 둘 다 비교해보고 결정하는게 좋을것 같더라구용,"[ 0.00178051  0.00984192 -0.02325439 ... -0.03616333 -0.01393127
 -0.01302338]",2,"['온라인', '오프라인', '비교', '결정', '좋다']",온라인 오프라인 비교 결정 좋다,0
3036,오프라인으로 돌아다니면서 온라인쪽도 보시면 좋을거같아용! 실제로 다니는게 진짜 다르다더라규용,"[-0.01284027  0.02371216 -0.0229187  ... -0.02290344 -0.00634766
 -0.00613785]",2,"['오프라인', '돌아다니다', '온라인', '좋다', '다니다', '다르다']",오프라인 돌아다니다 온라인 좋다 다니다 다르다,0
3037,온라인이 더 저렴할거같긴한데 그래도 발품 팔아서 보고 사는게 좋을거같아요!,"[-0.01203918  0.03265381 -0.03131104 ... -0.03604126 -0.03369141
  0.00222778]",2,"['온라인', '저렴하다', '발품', '팔다', '사다', '좋다']",온라인 저렴하다 발품 팔다 사다 좋다,0
3038,전 발품 세곳정도 팔고 매장구입했어요~,"[ 0.02029419  0.01603699 -0.02044678 ... -0.02703857 -0.04800415
  0.0059433 ]",2,"['발품', '팔다', '매장', '구입']",발품 팔다 매장 구입,0
3039,세트바리로 하나부터 열까지 다 맞추는거면 매장이고 몇개 쓰던거 쓰고 모자란거만 구매하시려면 온라인이요!,"[ 0.02307129  0.02485657 -0.03860474 ... -0.02627563 -0.01974487
  0.01557922]",2,"['세트', '맞추다', '매장', '쓰다', '쓰다', '모자라다', '구매', '온라인']",세트 맞추다 매장 쓰다 쓰다 모자라다 구매 온라인,1
3040,그래도 오프라인 몇군데 다니면서 견적받아보는 게 좋은 거 같아요!,"[-0.00798798  0.04312134 -0.01843262 ... -0.04238892 -0.03442383
  0.00047255]",2,"['오프라인', '다니다', '견적', '좋다']",오프라인 다니다 견적 좋다,0
3041,발품팔고 인터넷 최저가도 비교해서 결정했었어요 저는! 결국 매장에서 구매했습니당,"[-0.00487137  0.02716064 -0.02810669 ... -0.02973938 -0.04934692
  0.00416946]",2,"['발품', '팔다', '인터넷', '최저', '비교', '결정', '매장', '구매']",발품 팔다 인터넷 최저 비교 결정 매장 구매,0
3042,전 오프라인으로 몇군데 알아보고 샀어요,"[ 0.01099396  0.02444458 -0.02972412 ... -0.02009583 -0.02485657
 -0.0266571 ]",2,"['오프라인', '알아보다', '사다']",오프라인 알아보다 사다,0
3043,전 인터넷보다는 오프라인으로 구매하려구요!,"[-0.00030613  0.02294922 -0.02897644 ... -0.02241516 -0.03887939
 -0.0122757 ]",2,"['인터넷', '오프라인', '구매']",인터넷 오프라인 구매,2
3044,오프라인으로 견적도 받고 하다가 온라인사려고요 ㅎㅎ,"[-0.01533508  0.04315186 -0.02285767 ... -0.03100586 -0.03302002
 -0.00885773]",2,"['오프라인', '견적', '온라인', '사다']",오프라인 견적 온라인 사다,1
3045,저희는 오프라인으로 구매했어요 보고 구매하고싶어서요,"[ 0.01239014  0.03259277 -0.02644348 ... -0.02319336 -0.04394531
 -0.02114868]",2,"['오프라인', '구매', '구매']",오프라인 구매 구매,1
3046,온오프라인 구분없이 사는 것 같아요ㅎㅎ,"[ 0.01024628  0.01934814 -0.00473404 ... -0.02366638 -0.03573608
 -0.01355743]",2,"['오프라인', '구분', '사다']",오프라인 구분 사다,0
3047,저는 온라인이요! 하지만 오프라인으로 견적은 받아봤어요! 견적 비교는 필수라고 하더라구요~ 저는 살게 많이 없어서 온라인으로 사는데 여러개 사는 경우에 오프라인이 더 낫다고 하더라구여!,"[-0.01313782  0.02488708 -0.03799438 ... -0.03448486 -0.02851868
  0.00669479]",2,"['온라인', '오프라인', '견적', '견적', '비교', '필수', '살다', '온라인', '사다', '사다', '오프라인']",온라인 오프라인 견적 견적 비교 필수 살다 온라인 사다 사다 오프라인,0
3048,오프라인 이벤트 행사 받는게 도 혜택 좋은거 같아요,"[ 0.01321411  0.00596237 -0.03155518 ... -0.02720642 -0.03900146
 -0.01064301]",2,"['오프라인', '이벤트', '행사', '좋다']",오프라인 이벤트 행사 좋다,2
3049,"품목이 많다면 오프라인, 적다면 인터넷이요 ~!","[-0.00345802  0.00924683 -0.02107239 ... -0.0266571  -0.0309906
 -0.00924683]",2,"['품목', '많다', '오프라인', '적다', '인터넷']",품목 많다 오프라인 적다 인터넷,0
3050,구입하는 갯수가 많으면 발품팔아서 오프라인에서 구입하는게 낫더라고요,"[-0.00060415  0.02838135 -0.02839661 ... -0.02651978 -0.03652954
  0.00193214]",2,"['구입', '갯수', '많다', '발품', '팔다', '오프라인', '구입']",구입 갯수 많다 발품 팔다 오프라인 구입,0
3051,여러개사는 거라면 오프라인도 저렴하고 제품명다알고있음 온라인도 괜찮을듯요,"[ 0.00206757  0.02589417 -0.03845215 ... -0.02703857 -0.01220703
  0.00067091]",2,"['사다', '오프라인', '제품명', '온라인', '괜찮다']",사다 오프라인 제품명 온라인 괜찮다,1
3052,"개별로 사는거면 온라인이었겠지만, 혼수는 한꺼번에 사므로 오프라인에서 했어요!","[ 0.01341248  0.02259827 -0.02272034 ... -0.00899506 -0.04943848
 -0.00345612]",2,"['개별', '사다', '온라인', '혼수', '사다', '오프라인']",개별 사다 온라인 혼수 사다 오프라인,1
3053,최저가비교해보고 살거같아요!온라인이더저렴하지않나용,"[ 9.53674316e-07  2.82897949e-02 -3.52783203e-02 ... -3.16162109e-02
 -3.58581543e-02 -5.50079346e-03]",2,"['최저', '비교', '살다', '온라인', '저렴하다']",최저 비교 살다 온라인 저렴하다,1
3054,전 둘다 견적냈는데 오프라인이 더저렴해서 오프라인에서 샀어요!,"[-0.01000214  0.01939392 -0.04473877 ... -0.03393555 -0.04162598
 -0.01216125]",2,"['견적', '내다', '오프라인', '저렴하다', '오프라인', '사다']",견적 내다 오프라인 저렴하다 오프라인 사다,0
3055,원하는 전자제품 타입에 따라 다른것 같아요 최신 기종이나 기술 등 여러가지를 따진다면 오프라인이 맞구 그런거보다 가격 다운이 더 우선이면 인터넷이 훨씬 쌀수도 있구요 케바케 또 만약 구매할 품목 많으면 오프라인이 더 저렴할수도 있어요,"[ 0.01094818  0.0193634  -0.03137207 ... -0.0473938  -0.02404785
  0.00302696]",2,"['원하다', '전자', '제품', '타입', '따르다', '다르다', '최신', '기종', '기술', '따지다', '오프라인', '맞다', '가격', '다운', '우선', '인터넷', '싸다', '케바케', '만약', '구매', '품목', '많다', '오프라인', '저렴하다']",원하다 전자 제품 타입 따르다 다르다 최신 기종 기술 따지다 오프라인 맞다 가격 다운 우선 인터넷 싸다 케바케 만약 구매 품목 많다 오프라인 저렴하다,2
3056,직접 보고사야할거같아요 온라인은 사진이 달라성..,"[-0.01047516  0.0164032  -0.01612854 ... -0.03985596 -0.019104
 -0.00150776]",2,"['사다', '온라인', '사진', '다르다']",사다 온라인 사진 다르다,1
3057,투어한 다음에 온라인으로 보고 그게 싸면 그걸로 하시는게 ㅎㅎ,"[-0.00827026  0.02270508 -0.01248169 ... -0.04327393 -0.01737976
 -0.00254631]",2,"['투어', '다음', '온라인', '싸다']",투어 다음 온라인 싸다,0
3058,"저는 지금 직접 보고 투어 중이에영,, 온라인에서 본 곳도 쇼룸 있는 곳은 방문해보려구여","[ 0.00196457  0.00581741 -0.02690125 ... -0.04568481 -0.03497314
 -0.00463486]",2,"['투어', '온라인', '방문']",투어 온라인 방문,0
3059,큼직한거는 그래도 직접 보고서 구매는 온라인으로요!,"[-0.01457214  0.03469849 -0.01950073 ... -0.03713989 -0.04760742
  0.01127625]",2,"['큼직하다', '구매', '온라인']",큼직하다 구매 온라인,1
3060,직접 투어하고 눈으로 본다음 온라인 구매요 !,"[-0.00042653  0.02928162 -0.00473022 ... -0.04086304 -0.03463745
 -0.00358772]",2,"['투어', '다음', '온라인', '구매']",투어 다음 온라인 구매,0
3061,온라인이 싸다고들하는데... 전 투어하고 직접 가서 구매했음다 !ㅋ,"[-0.00580597  0.02926636 -0.02841187 ... -0.03674316 -0.03041077
 -0.00109386]",2,"['온라인', '싸다', '투어', '구매']",온라인 싸다 투어 구매,1
3062,1~2개 사시는거면 온라인이 싸고 4개이상 사시는거면 투어 다니시는거 추천드려요!,"[-0.01043701  0.02096558 -0.02455139 ... -0.03793335 -0.02838135
  0.01242065]",2,"['사다', '온라인', '싸다', '이상', '사다', '투어', '다니다', '추천', '드리다']",사다 온라인 싸다 이상 사다 투어 다니다 추천 드리다,1
3063,오프라인 매장 방문해서 구매하려고 해요 ㅎㅎ,"[ 0.01141357  0.03689575 -0.01155853 ... -0.02810669 -0.04309082
 -0.00427628]",2,"['오프라인', '매장', '방문', '구매']",오프라인 매장 방문 구매,0
3064,온라인도 괜찮아요. 가격 괜찮은 곳으로요,"[ 0.01765442  0.01593018 -0.04324341 ... -0.03262329 -0.02650452
 -0.00453949]",2,"['온라인', '괜찮다', '가격', '괜찮다']",온라인 괜찮다 가격 괜찮다,1
3065,오프라인에서 견적 받고 할인받으면 좋을것 같아요,"[ 0.00031161  0.0328064  -0.03491211 ... -0.03820801 -0.03341675
  0.00366402]",2,"['오프라인', '견적', '할인', '좋다']",오프라인 견적 할인 좋다,0
3066,오프라인 매장에서 묶어서 구매하면 할인 많이 받더라구요!,"[ 5.48934937e-03  3.46679688e-02 -3.32336426e-02 ... -1.20162964e-02
 -4.28161621e-02 -9.48309898e-05]",2,"['오프라인', '매장', '묶다', '구매', '할인']",오프라인 매장 묶다 구매 할인,2
3067,먼저 오프라인매장에서 둘러보고 인터넷으로 고를 것 같아요 !,"[-0.00084066  0.02896118 -0.01675415 ... -0.03033447 -0.03186035
 -0.02510071]",2,"['오프라인', '매장', '둘러보다', '인터넷', '고르다']",오프라인 매장 둘러보다 인터넷 고르다,2
3068,오프라인 몇곳 돌아다니면서 견적 비교해 볼 것 같아요,"[ 0.00595474  0.03210449 -0.01622009 ... -0.0458374  -0.02537537
 -0.00156212]",2,"['오프라인', '돌아다니다', '견적', '비교']",오프라인 돌아다니다 견적 비교,0
